subject_id,trial_id,window_id,label,pairing,ecg_ch00_ecg_mean,ecg_ch00_ecg_std,ecg_ch00_num_peaks,ecg_ch00_rr_mean,ecg_ch00_rr_std,ecg_ch00_rmssd,ecg_ch00_hr_mean,ecg_ch01_ecg_mean,ecg_ch01_ecg_std,ecg_ch01_num_peaks,ecg_ch01_rr_mean,ecg_ch01_rr_std,ecg_ch01_rmssd,ecg_ch01_hr_mean
1,1,1,0,ecg_only,2033.4794921875,67.78452453864102,10,0.4075520833333333,0.09675802189145467,0.1120198493806943,147.22044728434506,2035.67578125,58.85907726045447,10,0.4075520833333333,0.09584253239363513,0.11403641075777343,147.22044728434506
1,1,2,0,ecg_only,2028.7080078125,67.75677213570566,8,0.5474330357142857,0.13355602947903206,0.13718299157360336,109.60244648318043,2026.7763671875,58.942866504799994,8,0.5301339285714286,0.14922421756464538,0.13135884933333225,113.17894736842105
1,1,3,0,ecg_only,2030.845703125,67.67973481755351,8,0.5407366071428571,0.1386873127545158,0.15283541122127778,110.95975232198144,2024.310546875,58.51616735474418,8,0.5295758928571429,0.14985311154015224,0.17506363937731687,113.29820864067439
1,1,4,0,ecg_only,2038.5087890625,62.17378869650281,10,0.4279513888888889,0.11119076734541701,0.16419614162581497,140.20283975659228,2032.416015625,54.31252496892182,10,0.4236111111111111,0.11161689083311514,0.1678381123523731,141.63934426229508
1,1,5,0,ecg_only,2036.025390625,60.64243740724116,10,0.3854166666666667,0.035276607250375173,0.04517591213367335,155.67567567567568,2032.80859375,52.757224071898065,10,0.3723958333333333,0.0188689801382675,0.028303470207401246,161.11888111888112
1,1,6,0,ecg_only,2040.9697265625,67.7244248135891,11,0.376171875,0.019140624999999998,0.03459721420725631,159.50155763239877,2049.2822265625,60.11844945900484,11,0.376171875,0.01747364784870706,0.030592031574142527,159.50155763239877
1,1,7,0,ecg_only,2051.205078125,66.07173047501213,10,0.4388020833333333,0.1396935781986078,0.12331011029425466,136.7359050445104,2061.572265625,57.391768487993495,11,0.396875,0.09911719704471066,0.1605844124304255,151.18110236220474
1,1,8,0,ecg_only,2045.072265625,60.72640240912056,9,0.47265625,0.13304208098380002,0.15508775327703297,126.94214876033058,2045.890625,52.92076320060374,10,0.4092881944444444,0.10313252579628754,0.17244003359297652,146.59597030752917
1,1,9,0,ecg_only,2039.4775390625,61.42488969164932,10,0.4075520833333333,0.030425316264447715,0.03471950944263902,147.22044728434506,2035.8408203125,52.47734866363379,10,0.3940972222222222,0.03218250852763303,0.0583817780376372,152.2466960352423
1,1,10,0,ecg_only,2038.73046875,59.64937926462667,10,0.40625,0.024636572823469403,0.046240002350592634,147.69230769230768,2032.6123046875,51.194988434241935,10,0.4079861111111111,0.03330438557856055,0.05729351618700246,147.06382978723406
1,2,1,0,ecg_only,2046.396484375,59.39898386770081,9,0.41455078125,0.016157609480248337,0.026203921611325662,144.73498233215548,2043.587890625,50.090036998269795,9,0.4140625,0.023680382134730744,0.04080916361335317,144.9056603773585
1,2,2,0,ecg_only,2053.521484375,55.38615794173334,9,0.45556640625,0.08840857582093789,0.11445855286373628,131.70418006430867,2051.083984375,46.29531961764338,9,0.43603515625,0.0734940331560726,0.10231094416959996,137.60358342665174
1,2,3,0,ecg_only,2039.962890625,61.457386388002924,11,0.387109375,0.02062929051017327,0.0371721417281776,154.9949545913219,2045.662109375,51.74323523346349,11,0.385546875,0.024954181646381936,0.044174988160644205,155.62310030395136
1,2,4,0,ecg_only,2026.556640625,65.77308229313569,9,0.48486328125,0.1404409263474681,0.16427494748297963,123.74622356495469,2035.7421875,55.22728196588932,9,0.484375,0.14308556958900284,0.171016779816469,123.87096774193549
1,2,5,0,ecg_only,2033.75390625,65.12723412955759,8,0.49609375,0.15190671057105362,0.12463325104331106,120.94488188976378,2037.12890625,54.47240722424254,8,0.4955357142857143,0.15225685152431379,0.1257100600816385,121.08108108108108
1,2,6,0,ecg_only,2044.4033203125,66.42046486616925,11,0.3671875,0.015229366163764005,0.017805721785387165,163.40425531914894,2038.984375,56.58923530791324,11,0.366796875,0.015373959886058147,0.01712623234110144,163.57827476038338
1,2,7,0,ecg_only,2048.7275390625,60.90280248867893,11,0.39453125,0.0658292951029403,0.07961896221984609,152.07920792079207,2035.04296875,53.10258818962145,11,0.39453125,0.06346905003621844,0.07359938938053427,152.07920792079207
