subject_id,trial_id,window_id,label,pairing,eeg_eeg_ch00_delta,eeg_eeg_ch00_theta,eeg_eeg_ch00_alpha,eeg_eeg_ch00_beta,eeg_eeg_ch00_gamma,eeg_eeg_ch01_delta,eeg_eeg_ch01_theta,eeg_eeg_ch01_alpha,eeg_eeg_ch01_beta,eeg_eeg_ch01_gamma,eeg_eeg_ch02_delta,eeg_eeg_ch02_theta,eeg_eeg_ch02_alpha,eeg_eeg_ch02_beta,eeg_eeg_ch02_gamma,eeg_eeg_ch03_delta,eeg_eeg_ch03_theta,eeg_eeg_ch03_alpha,eeg_eeg_ch03_beta,eeg_eeg_ch03_gamma,eeg_eeg_ch04_delta,eeg_eeg_ch04_theta,eeg_eeg_ch04_alpha,eeg_eeg_ch04_beta,eeg_eeg_ch04_gamma,eeg_eeg_ch05_delta,eeg_eeg_ch05_theta,eeg_eeg_ch05_alpha,eeg_eeg_ch05_beta,eeg_eeg_ch05_gamma,eeg_eeg_ch06_delta,eeg_eeg_ch06_theta,eeg_eeg_ch06_alpha,eeg_eeg_ch06_beta,eeg_eeg_ch06_gamma,eeg_eeg_ch07_delta,eeg_eeg_ch07_theta,eeg_eeg_ch07_alpha,eeg_eeg_ch07_beta,eeg_eeg_ch07_gamma,eeg_eeg_ch08_delta,eeg_eeg_ch08_theta,eeg_eeg_ch08_alpha,eeg_eeg_ch08_beta,eeg_eeg_ch08_gamma,eeg_eeg_ch09_delta,eeg_eeg_ch09_theta,eeg_eeg_ch09_alpha,eeg_eeg_ch09_beta,eeg_eeg_ch09_gamma,eeg_eeg_ch10_delta,eeg_eeg_ch10_theta,eeg_eeg_ch10_alpha,eeg_eeg_ch10_beta,eeg_eeg_ch10_gamma,eeg_eeg_ch11_delta,eeg_eeg_ch11_theta,eeg_eeg_ch11_alpha,eeg_eeg_ch11_beta,eeg_eeg_ch11_gamma,eeg_eeg_ch12_delta,eeg_eeg_ch12_theta,eeg_eeg_ch12_alpha,eeg_eeg_ch12_beta,eeg_eeg_ch12_gamma,eeg_eeg_ch13_delta,eeg_eeg_ch13_theta,eeg_eeg_ch13_alpha,eeg_eeg_ch13_beta,eeg_eeg_ch13_gamma,ecg_ch00_ecg_mean,ecg_ch00_ecg_std,ecg_ch00_num_peaks,ecg_ch00_rr_mean,ecg_ch00_rr_std,ecg_ch00_rmssd,ecg_ch00_hr_mean,ecg_ch01_ecg_mean,ecg_ch01_ecg_std,ecg_ch01_num_peaks,ecg_ch01_rr_mean,ecg_ch01_rr_std,ecg_ch01_rmssd,ecg_ch01_hr_mean
1,1,1,0,correct,90.80813261918024,8.717549065665336,0.683982976028523,48.87453745148986,1.039235826029411,252.6355042518857,30.784192188765545,3.1381053223454254,22.950295830635817,1.3200938022508146,17872.33122805758,1376.1083399020285,96.43107002483254,282.6529051007644,13.615744948407695,21848.170084221525,1853.9221858363062,146.51065255039543,1552.0667704903833,22.065064956054165,29901.187667718637,2455.900289609445,168.1075444884964,4466.379638813778,62.35503541939074,1005.8985856514652,162.48272179136995,14.69285617552257,34.86691840847383,3.8468956499640163,9215.02730871466,1420.5122857698623,107.73600991806482,880.9782077154816,25.41783865240888,28399.764336692228,2357.0554333934697,148.74653256818965,3277.256369716026,67.84555106427723,20953.383838841517,1771.4992820463374,122.58191478269312,772.5136346872949,26.21665778537451,31194.56527681022,2480.5021855697664,166.35462115130574,5584.397430345869,59.560272490667934,11748.973341703599,1284.2848305923749,111.92444330966063,727.0553322916061,30.768136294277124,6373.738105214541,519.6513175703865,37.24615494650267,48.26036872616793,6.0160876598565105,24489.58453053235,1857.1019188313792,150.47704854781122,3415.3124400519805,58.40050438197343,32011.980730445794,2662.351411151456,191.39716531188796,4868.815574836197,64.73541846811253,2033.4794921875,67.78452453864102,10,0.4075520833333333,0.09675802189145467,0.1120198493806943,147.22044728434506,2035.67578125,58.85907726045447,10,0.4075520833333333,0.09584253239363513,0.11403641075777343,147.22044728434506
1,1,2,0,correct,93.8657576870996,8.50005224790488,0.9271327758878691,47.981512169043505,1.2482491020272948,262.8866705267139,33.79518024145383,3.169862611527434,23.074025076462604,1.5173432517546808,18528.838473720603,1446.8520871272722,105.76621422736491,288.05274363808195,18.403389478509958,22725.53941227552,1935.0510196175494,144.82272169428262,1534.5972185204996,27.383285058426207,31401.052903165288,2566.3977291519327,167.14766406334707,4466.137559790394,67.54138054241237,1004.7121919541156,171.19933190581142,14.235962399675856,34.41270629204103,3.981569183196878,9378.070751752679,1584.4761883410931,113.01168210871703,811.726669243644,26.2397962308608,29805.831400711424,2518.7920845919075,156.96076072485067,4171.53587401218,71.19059008266407,21729.29956244433,1933.91884161164,137.0828168279227,764.1349499655436,31.603697712341326,32640.384879753477,2717.3428212925505,165.84682127934053,5637.567445427065,67.74649554379678,11942.617904529361,1462.0775085802745,117.00228434543997,882.1946263698492,37.0671816415006,6514.400975896234,539.3126272067494,47.17967235857507,55.231634790841944,6.5952097999346755,25117.5405193361,2091.376388133633,151.9179550290717,3271.8693533849687,58.32499873594696,33952.5412174728,2823.156424043254,213.88029150202746,5397.448996668539,80.64362734959766,2028.7080078125,67.75677213570566,8,0.5474330357142857,0.13355602947903206,0.13718299157360336,109.60244648318043,2026.7763671875,58.942866504799994,8,0.5301339285714286,0.14922421756464538,0.13135884933333225,113.17894736842105
1,1,3,0,correct,9.055722097289863,9.760796219077877,1.208081392633039,55.28343037474358,0.9589207133884942,31.074756048448798,34.81909619716282,3.9833006829898085,24.141319728935468,1.36723880606123,1819.1532519672812,1503.6865157040666,159.9583783939303,270.85419389033126,13.499746394751156,2374.0651483305724,1932.3416917009836,172.65504521730782,1010.3093986192853,14.736024371371851,3433.9986110311156,2662.3208547451723,231.64431175094862,2033.7933393668795,30.87263151916323,141.02516526690022,173.68512037278686,20.27142648796438,31.418667026637497,2.846813055305362,1340.0142082761065,1536.71649604912,156.5876641343114,591.8925540808773,18.938381381165737,3395.9435707727584,2491.1356077064625,227.52271676749564,2637.535590883107,38.287711889414936,2572.3239537199224,1964.0461936443126,183.98297522335415,339.68376553366204,14.494343519643987,3587.161892401276,2818.152493989145,256.55381069852234,2721.7956947802963,27.909814877203548,1458.5753415601994,1387.720121310569,171.7337966890398,687.1603343440642,24.901897095511128,690.5419430964297,562.6373051519204,62.57358855712643,40.66914202839755,5.391227489314485,2588.9878758462482,2123.891345400206,222.78424373185908,1231.9434772862992,25.65825970595871,3741.0241771633036,2871.580827314751,310.02845132281465,2350.4528858091453,27.697137649253143,2030.845703125,67.67973481755351,8,0.5407366071428571,0.1386873127545158,0.15283541122127778,110.95975232198144,2024.310546875,58.51616735474418,8,0.5295758928571429,0.14985311154015224,0.17506363937731687,113.29820864067439
1,1,4,0,correct,6.53539314847516,9.289257537783959,0.948869748016034,55.43215649819918,1.0540419049924015,23.916888009794302,36.964875915119876,2.917576236741657,23.92438657487969,1.5425082091883848,1311.0472827067351,1715.0968023082141,110.71534237209819,265.34202688567274,11.54409495581726,1639.7989581729248,2229.1231539168766,125.00516565559536,1017.1938045092558,14.684353740028444,2231.3797211237406,3190.2080513951882,176.3966442717231,1983.4168375307954,32.24647234454277,101.69910716513422,190.83121503753438,15.777001153937,31.603977601933924,3.13566432540611,954.1978631934617,1695.266977307299,125.8620538980684,581.5319799590052,19.006678527437842,2110.2351038105753,3012.25280505442,162.97327009026117,2042.4960118497222,38.77284493287115,1649.5883816231362,2235.139410275147,131.773803217172,338.21681642472913,15.115954146351525,2292.705621602643,3418.570320382185,193.29970525186843,2637.8930023444973,29.65998183636572,1087.0707587544161,1658.950152539244,119.92019955680917,592.5999581644747,24.951944108558155,491.2559261059526,652.5018151782378,40.533642238839576,38.465781496981265,6.076701860075384,1932.4096557528906,2673.4854507958207,172.0726995911902,1236.0611657798086,32.76308576834391,3592.376472972982,3686.1177395250447,254.49414358690817,2210.919061973161,27.66230262341696,2038.5087890625,62.17378869650281,10,0.4279513888888889,0.11119076734541701,0.16419614162581497,140.20283975659228,2032.416015625,54.31252496892182,10,0.4236111111111111,0.11161689083311514,0.1678381123523731,141.63934426229508
1,1,5,0,correct,5.927261280420662,5.934446800385218,0.6762712201114658,51.78450848903635,1.2098357834694646,23.607060218920637,24.737508783988535,1.8307155850159722,23.092342117538312,1.3680447223134713,1170.3134369575248,1172.9034567004994,72.15080125878936,231.4078274883539,13.921613058300322,1514.611288057226,1485.0904982495388,82.8999927201007,979.6755035969318,19.626515841478902,2047.4626004310207,2131.052655198912,103.36214473348528,2143.5376831956432,33.027933070494086,106.07584216775729,130.86969197283958,10.634044597736665,26.371418001275693,3.9532313263048575,940.9085928874053,1128.0468824698492,85.44791078390637,541.5563850198624,23.15355133643277,1950.3436846110617,2021.6656705593407,116.04886420048847,1709.3247477493728,33.79998911324525,1479.246141245583,1441.3761980625761,86.24562834088502,290.93220057004237,20.35093519395444,1970.7298078805607,2206.8735978266304,114.49192517470334,2580.0961494577386,28.02515183137147,935.0412649717372,1168.2289189972416,76.86461506902295,482.436736279035,21.520427792377053,440.27151405682446,447.91456665531945,26.439193751370922,27.79183273278483,6.763095478319402,1563.2476271426901,1824.7713625833803,107.42739868630653,1298.6958758702165,36.88440395047783,2871.3888842463202,2507.5078623070744,182.2139573036255,2062.3215343964143,25.42123656196569,2036.025390625,60.64243740724116,10,0.3854166666666667,0.035276607250375173,0.04517591213367335,155.67567567567568,2032.80859375,52.757224071898065,10,0.3723958333333333,0.0188689801382675,0.028303470207401246,161.11888111888112
1,1,6,0,correct,12.994479915778452,5.967606174234868,0.6103705261919732,50.76292295499135,1.148561877174305,43.87856943265709,22.5823117831495,1.2142027534648776,22.224554575808522,1.4703911864434474,2622.9827138443734,1086.027085346871,52.0810444797901,241.22444638555362,16.056053549704977,3206.5138417877256,1387.9971202405584,58.838513125492724,1052.5717062169933,19.830623874500397,4388.254039298041,2053.0871668776385,83.61107587154228,2285.2561807711304,30.831730992282115,177.69931260255996,117.63379739646965,6.3990375448335515,28.686841951823936,4.083955020903662,1612.7059272649185,1028.323891022639,52.7519429656695,579.4603118479736,22.024420345637406,4413.179603665307,1856.222877572385,73.64790745126919,1763.7149288330218,40.40314372554142,3227.783342251853,1328.011499831327,55.6435982750912,329.617416034302,22.041839632855673,4632.496600949888,2191.6684457801202,85.42504100755325,2786.3557398619037,28.006741273352404,1927.8976392101226,1065.5384238470483,56.42254884704283,466.1384268839801,26.166357937240402,958.0866746609764,415.68967325745876,19.694647322986828,30.241141897615226,7.9030522133329475,3662.10413322156,1706.467329100035,78.01918803893203,1424.3219700656077,36.243857247542046,6027.443339935823,2325.5207068015884,116.74965503307318,2102.5864386973103,32.89672742290161,2040.9697265625,67.7244248135891,11,0.376171875,0.019140624999999998,0.03459721420725631,159.50155763239877,2049.2822265625,60.11844945900484,11,0.376171875,0.01747364784870706,0.030592031574142527,159.50155763239877
1,1,7,0,correct,214.03174940852495,27.16226098134956,3.1521346272600095,50.037838189099936,2.67869985917375,739.4761009656543,117.85085700076554,15.785707739846682,32.8649538218658,2.5801955260562845,44765.13761588262,5343.93295079025,503.92859745717954,724.5582649868562,88.72137673234613,49392.77262796667,5781.909597637009,571.8586123084058,2010.6274503757077,128.10454066762804,69162.54012497366,7894.890211167399,800.4404245896524,3934.381653557581,236.47383130248514,3331.5183009908865,634.9078828984509,96.3076392972793,107.41501052972919,10.6739325111298,27238.076539213478,4702.39694136695,534.6937109855329,1154.8311175375638,90.44876081794146,72056.89112262675,8228.34080636435,871.326644845059,3299.9135297447665,196.05257861474198,48649.11581680903,5572.417364770546,557.0891791523095,1120.5028465648782,162.20012176054198,72932.91928348284,8228.371665499166,859.8805833474077,4571.377852700326,255.63857178478634,35229.34240450876,5515.165900359602,562.6066066558309,988.1977650691749,85.85550946837284,17215.08751105445,2173.664882973577,237.84201799919762,201.47339283855112,18.079136620196696,57882.209317310844,7009.97359075459,727.8781513619059,3070.8148405243346,204.74076644616184,80825.18518197878,10550.085012582722,976.0138234603517,4143.678068249146,315.40061293346713,2051.205078125,66.07173047501213,10,0.4388020833333333,0.1396935781986078,0.12331011029425466,136.7359050445104,2061.572265625,57.391768487993495,11,0.396875,0.09911719704471066,0.1605844124304255,151.18110236220474
1,1,8,0,correct,195.17222903533903,25.32268257925307,3.397033913502672,51.071190719831286,2.587003361945337,675.4669786300063,109.81221654404698,15.432968842373276,37.269280646815325,2.43520355821945,40462.22656436428,4900.236771486374,490.7816461304445,695.108581877682,88.02064220958474,44394.60994731946,5371.751291852422,571.4274207621836,1893.2539170334508,117.50140079985528,61739.8490804702,7421.057833119688,770.1535506710883,3702.575174913026,229.91121593106402,3049.7240200870906,601.3298083433144,94.94296872567318,106.16361542785144,10.908627652832985,24844.500110102013,4466.911285199085,534.7597504264819,1111.8060660382566,79.02539023980471,64750.469217246355,7717.141380777159,837.6350822268028,2945.4054989266683,198.468257207031,43572.63081794243,5254.15914743252,551.2145922128373,1054.986478086747,149.87922165692024,65261.2694082699,7765.264279997836,817.1293873356896,4404.573950036704,236.61805691356602,32070.62682560814,5094.591822550837,541.4216811410286,935.4292685984414,87.1595882130845,15666.508318772409,2018.919599220728,232.04557462172585,205.53806952346986,16.78916097685565,51971.73875353209,6575.981895237617,714.3870832240902,3045.363540452969,189.230417246985,72961.93951198793,9644.33572395528,950.2402289484284,3718.8154762699783,299.0293548111676,2045.072265625,60.72640240912056,9,0.47265625,0.13304208098380002,0.15508775327703297,126.94214876033058,2045.890625,52.92076320060374,10,0.4092881944444444,0.10313252579628754,0.17244003359297652,146.59597030752917
1,1,9,0,correct,5.9406183325298265,6.48077260490162,0.6503181534717593,48.35557394645851,0.6715604380213367,19.19678472286631,22.811870962224894,1.393631510420493,25.27800819945128,1.403489655616551,1137.1940290440987,1082.3839335894627,60.40442898517715,241.22259769286467,14.057664379983176,1326.2764490332515,1348.079064333528,66.41644635244074,1141.3968263236732,20.301043757936334,2017.776149649802,2015.2143570264807,85.28476654027796,2437.5172838921007,33.81674161161651,103.06618512688087,120.10247463312805,8.288064011016427,33.14389753481744,3.1079291289287916,922.604465162032,1023.254804548923,61.60904553839472,662.157610158113,21.082545200027308,2114.212223011769,1828.6694509415934,87.37291025153544,1417.7430855843397,33.52037623324063,1522.3238317367463,1302.079845614288,71.6905632479581,361.97537615437443,16.207647268684596,2122.8261418232187,2128.8994384560337,103.69279177492274,3042.499719832233,26.598582440963447,953.7653992578298,1071.1463231370453,70.01671892540996,386.05062400997184,18.617283144435397,394.13231616154553,400.3581032149964,24.178217251105842,38.71847569598809,5.230588549056094,1519.2824789937426,1726.9048835003803,98.85631684358091,1812.6950289111862,36.08486188206866,2695.5577421736803,2420.336736964046,161.08894578362495,3317.1023126009823,39.1520008041249,2039.4775390625,61.42488969164932,10,0.4075520833333333,0.030425316264447715,0.03471950944263902,147.22044728434506,2035.8408203125,52.47734866363379,10,0.3940972222222222,0.03218250852763303,0.0583817780376372,152.2466960352423
1,1,10,0,correct,7.310259847872344,7.704828087823097,0.6388901247292569,48.7395557502651,0.7797498720114386,29.951485321084252,27.46127897415819,1.5955236734561278,24.774929177115656,1.4447151681462023,1482.623608017809,1277.5782935712307,59.08503057133426,264.8148177109239,13.135382307979024,1886.2557339171763,1579.9363863887709,73.65122352256788,1013.2572605825488,14.290859114422148,2675.7130216252726,2209.5770843332884,90.10865683589509,1923.8545844058979,24.96280690405686,140.29416603371328,142.15612696371457,8.759526608355879,35.23404672028332,4.097691241063333,1291.7926060157884,1218.1536384688254,71.61317334348223,617.275590214912,17.374670521674474,2559.810707291552,2050.918033714243,102.73924742692564,2185.4359531756395,43.15894130355737,2028.2850162096013,1592.2518834936916,84.41550763602046,333.2944526554278,16.114446696688514,2745.230435609793,2354.2763655016647,111.74511540144358,2554.398695703676,24.795182367384445,1261.0573050657058,1209.8259961786785,71.53545876844822,505.83754543021513,22.574078196318975,544.1244022614585,467.729920508722,23.632634287809825,43.62481252146497,5.142095803845471,2085.677596003057,1808.8196391715744,89.8235303139397,1236.5528008861338,26.399956725814025,3004.189531988634,2365.34861969671,154.7751608480587,3646.812898555638,40.93947700999249,2038.73046875,59.64937926462667,10,0.40625,0.024636572823469403,0.046240002350592634,147.69230769230768,2032.6123046875,51.194988434241935,10,0.4079861111111111,0.03330438557856055,0.05729351618700246,147.06382978723406
